BATCH_NO,CID_NO,MASTER_ID,ERROR_FLAG,SPECIES_CODE,KILL_CODE,LIMITED_ENTRY_FLAG,KILL_DATE,SEX,MU_CODE,SUB_UNIT_CODE,REGION_CODE,SUB_REGION_CODE,ZONE_NO,GRID_EAST,GRID_NORTH,KILL_LOCATION,HUNTER_LICENCE_TYPE,SKULL_LENGTH,SKULL_WIDTH,SKULL_TYPE,HORN_ANNULI_CODE,HORN_ANNULI_AGE,TOOTH_CODE,TOOTH_AGE,WEARSTAIN_CODE,WEARSTAIN_AGE,OTHER_CODE,OTHER_AGE,EXTRACT_FLAG,CHECK_DATE,PARK_KILL_FLAG,CHECK_LOCATION,GUIDE_FORM_NO,PARK_NAME
201001,112930,130430,,BEAG,1,2,20100601,M,717,0,7,A,10,586,6006,MACGREGOR RIVER,NRH,370,210,1,,,2,7,,,,,1,20100615,,705,T246455,
201001,111233,129817,,BEAG,1,1,20100602,M,437,0,4,B,11,446,5714,BACHELOR CREEK,RH,359,210,1,,,2,13,3,12,,,1,20100608,,807,,
201001,105245,129745,,BEAG,1,2,20100602,M,423,B,4,B,11,648,5578,BLEASDELL CREEK,CRH,322,210,1,,,2,13,,,,,1,20100605,,405,T269454,
201001,110171,129665,,BEAG,1,1,20100602,M,604,A,6,-,9,618,5950,SWEENEY LAKE,RH,303,158,1,,,2,3,,,,,1,20100612,,606,,
201001,112899,130426,,BEAG,1,2,20100602,F,737,0,7,A,10,455,6212,LOST CABIN CREEK,NRH,294,162,1,,,2,5,,,,,1,20100617,,711,T257641,
201001,111231,129815,,BEAG,1,1,20100603,M,433,0,4,A,11,442,5646,AKOLKOLEX RIVER,RH,357,198,3,,,2,7,3,4,,,1,20100604,,807,,
201001,110176,129847,,BEAG,1,2,20100603,F,614,0,6,-,9,450,6144,ANYOX 1 KM NORTH,NRH,340,188,2,,,2,17,,,,,1,20100713,,606,T269625,
201001,105247,129742,,BEAG,1,2,20100603,M,422,0,4,B,11,632,5474,SAND CREEK,NRH,372,255,3,,,2,7,,,,,1,20100610,,405,T262585,
201001,105244,129743,,BEAG,1,2,20100603,M,423,B,4,B,11,645,5562,BINGAY CREEK,CRH,371,217,1,,,2,9,,,,,1,20100605,,405,T269455,
201001,105243,129744,,BEAG,1,2,20100603,M,401,0,4,B,11,685,5448,COMMERCE CREEK,NRH,391,240,3,,,2,18,,,,,1,20100605,,405,T270266,
201001,112297,129732,W,BEAG,1,2,20100604,M,515,A,5,-,10,655,5783,GOTCHEN LAKE,NRH,407,239,1,,,2,12,,,,,1,20100609,,40,T266334,
201001,110172,129666,,BEAG,1,2,20100604,M,620,B,6,-,9,463,6345,TUMEKA LAKE,NRH,375,221,1,,,,,,,,,1,20100615,,606,T270422,
201001,113498,129834,,BEAG,1,1,20100604,M,434,0,4,B,11,491,5688,HOLT CREEK,RH,345,192,1,,,2,9,,,,,1,20100606,,406,,
201001,113495,129831,,BEAG,1,1,20100605,M,434,0,4,B,11,490,5689,GORMAN CREEK,RH,364,216,2,,,2,13,,,,,1,20100611,,406,,
201001,113497,129833,,BEAG,1,1,20100605,F,434,0,4,B,11,537,5618,FRANCES CREEK,RH,297,184,3,,,2,16,,,,,1,20100606,,406,,
201001,105246,129746,,BEAG,1,1,20100605,M,423,A,4,B,11,644,5532,BRULE CREEK,RH,408,247,3,,,2,11,,,,,1,20100605,,405,,
201001,110173,129667,,BEAG,1,2,20100605,F,727,0,7,A,10,315,6092,TOCHCHA LAKE,NRH,323,180,2,,,2,4,,,,,1,20100618,,606,T268970,
201001,114378,129702,W,BEAG,1,1,20100605,F,417,A,4,A,11,482,5547,KANE CREEK,RH,,,,,,2,4,,,,,1,20100606,,402,,
201001,114565,129840,W,BEAG,1,1,20100605,M,436,0,4,B,11,470,5732,BUSH ARM,RH,,,,,,2,16,,,,,1,20100609,,408,,
201001,114566,129841,W,BEAG,1,2,20100605,M,420,0,4,B,11,537,5503,BARIBEAU CREEK,RH,,,,,,2,8,,,,,1,20100629,,408,T262584,
201001,111771,129849,,BEAG,1,2,20100606,F,737,0,7,A,10,429,6243,TOBIN LAKE,NRH,312,194,1,,,2,13,,,,,1,20100802,,710,T252676,
201001,110170,129664,,BEAG,1,1,20100606,M,630,A,6,-,9,578,6148,KISPIOX RIVER,RH,342,190,1,,,2,6,,,,,1,20100610,,606,,
201001,88439,130193,,BEAG,2,2,20100606,F,316,0,3,-,10,581,5606,RILEY CREEK,RH,316,166,3,,,,,,,,,1,20100608,,22,,
201401,108482,140471,W,BEAG,2,2,20100606,M,709,0,7,A,10,521,5957,3485 BRODMAN ROAD,RH,,,,,,,,,,O,3,2,20100606,,53,,
201001,111763,129823,,BEAG,1,1,20100607,M,629,0,6,-,8,339,6628,ALSEK RIVER,RH,313,165,1,,,2,4,,,,,1,20100613,1,710,,TATSHESHINI ALSEK PARK
201001,112934,130434,,BEAG,1,1,20100607,M,738,0,7,A,10,330,6222,OSILINKA RIVER,RH,318,194,3,,,2,2,,,,,2,20100630,,705,,
201001,113820,129866,,BEAG,1,1,20100608,M,515,B,5,-,10,651,5839,ROARING RIVER,RH,330,205,1,,,2,9,,,,,1,20100705,,202,,
201001,112932,130432,,BEAG,1,2,20100611,M,722,0,7,B,10,591,6085,SUKUNKA RIVER,NRH,389,235,1,,,2,16,,,,,1,20100616,,708,T267746,
201001,110174,129668,,BEAG,1,2,20100612,M,618,0,6,-,9,574,6318,DUTI LAKE,RH,391,210,1,,,2,16,,,,,1,20100624,,606,T260263,
201001,112935,130550,,BEAG,1,1,20100613,M,720,0,7,B,10,648,6095,THUNDER MTN,RH,295,175,3,,,2,3,,,,,1,20100712,,705,,
201001,112931,130431,,BEAG,1,1,20100614,F,731,0,7,B,10,515,6177,CARBON CREEK,RH,323,180,1,,,2,6,,,,,1,20100616,,708,,
201001,112852,130419,,BEAG,1,1,20100615,F,723,C,7,A,10,553,6057,HOMINKA RIVER,RH,301,174,1,,,2,5,,,,,1,20100620,,711,,
201001,104817,130413,W,BEAG,2,2,20100620,F,752,0,7,B,9,595,6622,KM 882 ALASKA HWY,RH,249,127,3,,,,,,,0,1,1,20100707,,55,,
201001,109830,129807,,BEAG,2,2,20100627,M,426,0,4,B,11,564,5591,GOLDIE CREEK,RH,343,176,3,,,2,3,,,,,1,20100627,,406,,
201001,112977,130555,W,BEAG,1,2,20100630,F,757,0,7,B,10,497,6307,PINK MTN,RH,,,,,,,,,,,,2,20100930,,705,,
201001,110757,129842,W,BEAG,4,2,20100713,M,614,0,6,-,9,436,6017,WORK CHANNEL CAMPSTE,RH,,,,,,2,4,,,,,1,20100713,,52,,
201001,115551,129846,W,BEAG,2,2,20100721,U,421,0,4,B,11,610,5514,BEAR LAKE,RH,,,,,,,,,,,,,20100728,,30,,
201001,110758,129843,W,BEAG,2,2,20100723,M,614,0,6,-,9,416,6009,PORT EDWARD,RH,398,219,3,,,2,5,,,,,1,20100723,,52,,
201004,107722,132459,W,BEAG,4,2,20100728,M,626,0,6,-,8,669,6450,MOOSEHORN,RH,,,,,,,,3,3,,,,20101130,,71,,
201004,107281,132457,W,BEAG,4,2,20100802,U,621,B,6,-,9,416,6316,DEVILS CREEK,RH,,,,,,,,3,3,,,2,20101105,,607,,
201004,107282,132458,W,BEAG,4,2,20100802,U,621,B,6,-,9,416,6316,DEVILS CREEK,RH,,,,,,,,3,3,,,2,20101105,,607,,
201004,110280,130735,W,BEAG,2,2,20100802,F,621,B,6,-,9,416,6316,DEVILS CREEK,RH,,,,,,,,,,,,2,20101105,,607,,
201001,110229,130384,W,BEAG,1,2,20100804,M,618,0,6,-,9,627,6238,BEAR RIVER,NRH,386,211,2,,,2,9,,,,,1,20100914,,606,T27088,
201004,110279,130734,W,BEAG,4,2,20100807,M,621,A,6,-,9,411,6358,BALL LAKE,RH,,,,,,,,3,3,,,2,20101105,,607,,
201303,119587,138935,W,BEAG,2,2,20100807,M,513,0,5,-,10,495,5875,1200 RD COIG RD,RH,,,,,,,,,,,,,20131210,,40,,
201001,112866,130420,,BEAG,1,1,20100817,M,751,0,7,B,10,381,6511,RACING RIVER,RH,316,173,1,,,2,3,,,,,1,20100823,,711,,
201001,112954,130551,,BEAG,1,1,20100818,F,719,0,7,B,10,654,6045,RED DEER RIVER,RH,338,186,1,,,2,15,,,,,1,20100902,,705,,
201001,110416,130541,,BEAG,2,2,20100828,F,625,B,6,-,8,572,6608,ATLIN LAND FILL,RH,236,145,1,,,2,23,,,,,1,20100914,,608,,
201001,110988,130594,W,BEAG,4,2,20100828,U,602,0,6,-,9,678,5961,2KM S OF CORK CABIN,RH,,,,,,2,4,,,,,1,,1,47,,TWEEDSMUIR PARK
201001,110417,130542,,BEAG,2,2,20100829,M,625,B,6,-,8,572,6608,ATLIN LAND FILL,RH,374,211,1,,,2,7,,,,,1,20100914,,608,,
201001,101375,130412,,BEAG,1,1,20100831,M,754,0,7,B,10,392,6519,RAM CREEK,RH,378,230,1,,,2,6,,,,,1,20100909,,56,,
201001,111851,130517,,BEAG,1,2,20100901,M,738,0,7,A,10,323,6258,KLIYUL CREEK,NRH,370,222,2,,,2,15,,,,,1,20101003,,710,T258064,
201001,112557,130191,,BEAG,1,1,20100901,F,628,0,6,-,8,413,6643,STANLEY CREEK,RH,316,149,1,,,2,6,,,,,1,20100909,,405,,
201001,110230,130385,,BEAG,1,2,20100903,M,739,0,7,A,9,603,6314,TATLATUI LAKE,NRH,341,185,1,,,2,5,,,,,1,20100914,1,606,T270663,TATLATUI
201001,110235,130403,,BEAG,1,2,20100903,M,739,0,7,A,9,674,6311,FLAMEAU CREEK,NRH,332,168,1,,,2,4,,,,,1,20100916,,606,T266603,
201001,112914,130579,W,BEAG,1,2,20100903,M,736,0,7,B,10,495,6226,NABESCHE RIVER,NRH,,,,,,2,2,3,9,,,1,20100922,,711,T257647,
201001,110420,130544,,BEAG,1,2,20100904,M,629,0,6,-,8,399,6639,PARTON RIVER,NRH,359,217,1,,,2,5,,,,,1,20100916,1,608,T263827,TAT-ALSEK
201001,108215,130381,,BEAG,1,2,20100905,M,617,0,6,-,9,458,6278,BELL IRVING RIVER,NRH,345,193,1,,,2,5,,,,,1,20100911,,609,T270437,
201004,116852,130820,,BEAG,1,2,20100906,M,735,0,7,B,10,575,6235,FARRELL CREEK,RH,330,185,1,,,2,5,,,,,1,20110104,,19,,
201004,112379,132456,,BEAG,4,2,20100908,M,512,0,5,-,10,379,5849,ITCHA LAKE,RH,295,151,3,,,2,2,,,,,1,20110621,1,40,,ITCHA ILGACHUZ
201001,110951,130395,,BEAG,1,2,20100908,F,617,0,6,-,9,495,6336,NASS LAKE,CRH,298,177,1,,,2,14,,,,,1,20100913,,45,T254297,
201001,113121,130436,,BEAG,1,2,20100908,F,751,0,7,B,9,655,6525,GUNDAHOO RIVER,NRH,285,195,1,,,,,,,,,,20100915,,712,T270622,
201001,113091,130561,,BEAG,1,2,20100908,M,751,0,7,B,10,370,6485,RACING RIVER,NRH,321,182,2,,,2,4,,,,,1,20101005,,713,T274267,
201001,111860,130521,,BEAG,1,1,20100908,F,617,0,6,-,9,458,6278,OWEAGEE LAKE,RH,323,170,2,,,2,4,,,,,1,20101004,,710,,
201001,110419,130543,,BEAG,1,2,20100909,M,628,0,6,-,8,422,6628,KELSALL RIVER,CRH,355,191,1,,,2,7,,,,,1,20100916,,608,T263828,
201001,112335,130549,W,BEAG,1,2,20100911,M,706,0,7,A,10,599,5914,BOWRON RIVER,NRH,305,160,1,,,2,3,,,,,1,20101109,,40,T26788,
201001,115911,130401,,BEAG,1,2,20100911,M,739,0,7,A,9,676,6315,FLAMEAU CREEK,NRH,380,228,2,,,2,13,,,,,1,20100930,,606,T266604,
201001,110435,130546,,BEAG,1,1,20100912,M,625,B,6,-,8,569,6567,MT MCCALLUM,RH,300,165,1,,,2,2,,,,,1,20100929,1,608,,ATLIN PARK
201001,112044,130509,,BEAG,1,1,20100912,M,739,0,7,A,9,652,6300,MCCONNELL RANGE,RH,332,175,2,,,2,6,,,,,1,20101028,,105,,
201001,112095,130189,,BEAG,1,1,20100912,M,622,0,6,-,9,366,6487,BEATTY CREEK,RH,325,164,1,,,2,4,,,,,1,20100922,,104,,
201001,112312,130186,,BEAG,1,1,20100913,M,625,B,6,-,8,605,6635,GLADYS LAKE,RH,341,185,1,,,2,4,,,,,1,20100929,,40,,
201001,111838,130399,W,BEAG,1,1,20100913,M,705,0,7,A,10,599,5954,TUMACH LAKE,RH,392,238,3,,,2,20,,,,,1,20100920,,710,,
201001,108095,130534,,BEAG,1,2,20100914,M,752,0,7,B,9,592,6537,KECHIKA RIVER,NRH,230,140,2,,,2,1,,,,,1,20101012,,73,T259406,
201001,114714,130443,W,BEAG,1,1,20100914,M,508,C,5,-,9,674,5806,NUSATUM CR,RH,,,,,,2,10,,,,,1,20101012,,408,,
201001,111831,130398,,BEAG,1,2,20100915,M,707,0,7,A,10,552,5997,EAGLET LAKE,NRH,408,245,3,,,,,,,,,2,20100917,,710,T276479,
201001,98045,130513,W,BEAG,4,2,20100915,M,712,0,7,A,10,398,5953,LONG LAKE,RH,,,,,,2,3,,,,,1,,,60,,
201001,110555,130387,,BEAG,1,2,20100916,F,624,0,6,-,9,410,6515,CACHE CREEK,NRH,305,181,1,,,2,10,,,,,1,20100919,,607,T270415,
201001,111859,130520,,BEAG,1,1,20100916,M,626,0,6,-,9,378,6521,KAWDY CREEK,RH,348,226,1,,,2,11,,,,,1,20101004,,710,,
201001,113830,130409,W,BEAG,1,1,20100916,F,718,0,7,A,10,617,6021,HERRICK RIVER,RH,,,,,,,,,,,,2,20100923,,202,,
201001,110896,130394,W,BEAG,1,1,20100917,M,603,B,6,-,9,539,5960,KILDALA RIVER,RH,347,210,3,,,2,7,,,,,1,20100918,,603,,
201001,115913,130402,,BEAG,1,1,20100917,M,625,A,6,-,9,370,6565,KAHAN CR/GLUNDEBERY,RH,335,187,2,,,2,7,,,,,1,20100930,,606,,
201001,112975,130554,,BEAG,1,2,20100917,M,738,0,7,A,10,378,6233,DEAD BEAR CREEK,NRH,385,232,1,,,2,13,,,,,1,20100927,,705,T270906,
201001,116016,130572,,BEAG,1,2,20100917,F,623,0,6,-,9,522,6544,RAPID RIVER,NRH,335,189,2,,,2,7,,,,,1,20101012,,607,T260288,
201001,110425,130545,,BEAG,1,2,20100918,M,625,B,6,-,8,625,6588,LLANGORSE MTN,NRH,367,213,1,,,2,6,,,,,1,20100925,,608,T233637,
201001,110553,130386,,BEAG,1,1,20100918,M,622,0,6,-,9,446,6459,TSENEGLODE CREEK,RH,257,141,3,,,2,1,,,,,1,20100918,,607,,
201001,112965,130552,,BEAG,1,2,20100919,F,731,0,7,B,10,555,6183,MOBERLY LAKE - RIVER,NRH,310,160,1,,,2,2,,,,,1,20100920,,705,T261309,
201001,110254,130404,,BEAG,1,1,20100919,F,740,0,7,A,9,636,6426,OBO LAKE,RH,315,156,1,,,2,4,,,,,1,20100921,,606,,
201001,112966,130553,,BEAG,1,1,20100919,M,721,0,7,B,10,603,6102,WOLVERINE RIVER,RH,365,198,1,,,2,4,,,,,1,20100920,,705,,
201001,114954,130567,,BEAG,1,1,20100919,M,615,B,6,-,9,554,6133,KITWANCOOL LAKE,RH,375,223,3,,,2,5,,,,,1,20101010,,603,,
201001,115119,130568,,BEAG,1,2,20100919,M,620,A,6,-,9,568,6353,ELLA CREEK,NRH,365,211,2,,,2,6,,,,,1,20101009,1,606,T265375,SPATSIZI
201001,112331,130410,,BEAG,1,1,20100919,M,619,A,6,-,9,453,6435,STIKINE,RH,299,154,1,,,2,3,,,,,1,20101026,1,40,,STIKINE-SPATZIZI
201001,104825,130508,W,BEAG,2,2,20100919,M,750,0,7,B,10,433,6437,GATHTO CREEK,RH,,,,,,,,,,,,,20101022,1,55,,NORTHERN ROCKY MTN PROV PK
201001,111909,130596,,BEAG,1,2,20100919,M,703,0,7,A,10,690,5957,MORKIL RV,NRH,355,209,2,,,2,11,,,,,1,20101110,,710,T270943,
201001,108128,130536,W,BEAG,1,2,20100920,F,624,0,6,-,9,456,6617,BLUE RIVER,NRH,335,205,1,,,2,16,,,,,1,20101014,,73,T,
201001,104824,130414,W,BEAG,2,2,20100921,M,750,0,7,B,10,414,6419,GATHTO CREEK,RH,,,,,,,,,,0,2,2,20100929,1,55,,NORTHERN ROCKIES
201001,108221,130382,,BEAG,1,1,20100921,F,621,B,6,-,9,419,6376,ISKUT RIVER,RH,341,187,1,,,2,11,,,,,1,20100923,,609,,
201001,113157,130563,W,BEAG,1,2,20100921,F,751,0,7,B,10,342,6470,RAMS LAKE,NRH,313,164,3,,,2,3,,,,,1,20101016,,712,T269167,
201001,114456,130188,W,BEAG,2,2,20100921,M,406,0,4,A,11,519,5503,CRAWFORD CREEK,RH,,,,,,,,,,,,,20100922,,31,,
201004,102934,130847,W,BEAG,2,2,20100922,M,513,0,5,-,10,434,5877,FISHPOT LAKE,RH,,,,,,,,,,,,,20101223,,40,,
201001,108222,130383,,BEAG,1,1,20100922,M,621,B,6,-,9,419,6376,ISKUT RIVER,RH,348,180,1,,,2,4,,,,,1,20100923,,609,,
201001,111263,130531,,BEAG,1,2,20100922,M,742,0,7,B,10,434,6386,PROPHET RIVER,NRH,354,231,2,,,2,6,,,,,1,20101022,,808,T221177,
201004,110278,130733,W,BEAG,2,2,20100922,M,622,0,6,-,9,346,6428,TAHLTAN LAKE,RH,,,,,,,,3,4,,,2,20101105,,607,,
201001,111248,130192,,BEAG,1,1,20100922,F,607,0,6,-,9,642,6161,MT HORETZKY,RH,305,165,1,,,2,3,3,5,,,1,20100930,,807,,
201004,111724,130946,W,BEAG,1,1,20100923,F,704,0,7,A,10,677,5879,CASTLE CREEK,RH,301,151,3,,,2,2,3,6,,,1,20101018,,701,,
201001,115949,130571,,BEAG,1,2,20100923,M,740,0,7,A,9,678,6370,BOWER CREEK,CRH,318,169,1,,,2,5,,,,,1,20101012,1,606,T266620,FINLEY RUSSEL PARK
201001,116394,130575,W,BEAG,1,2,20100923,F,741,0,7,A,10,418,6369,AKIE RIVER,NRH,314,179,3,,,2,10,,,,,1,20101112,,711,T265154,
201001,114457,130187,W,BEAG,2,2,20100923,M,404,0,4,B,11,577,5432,RANDALL CREEK,RH,,,,,,,,3,2,,,,20100924,,31,,
201001,107276,130523,W,BEAG,2,2,20100923,F,730,0,7,A,10,493,6130,MACKENZIE TOWNSITE,RH,,,,,,,,3,66,,,2,20101026,,57,,
201001,107277,130524,W,BEAG,2,2,20100923,F,730,0,7,A,10,493,6130,MACKENZIE TOWNSITE,RH,,,,,,,,3,66,,,2,20101026,,57,,
201001,107278,130525,W,BEAG,2,2,20100923,M,730,0,7,A,10,493,6130,MACKENZIE TOWNSITE,RH,,,,,,,,3,66,,,2,20101026,,57,,
201001,109229,130528,W,BEAG,2,2,20100923,F,730,0,7,A,10,493,6130,MACKENZIE TOWNSITE,RH,,,,,,,,,,,,2,20101026,,57,,
201001,111846,130400,,BEAG,1,1,20100924,M,718,0,7,A,10,619,6002,GLEASON CREEK,RH,400,270,3,,,2,17,,,,,1,20100926,,710,,
201001,113000,130560,,BEAG,1,1,20100924,F,721,0,7,B,10,624,6095,MURRY RIVER,RH,340,210,3,,,2,20,,,,,1,20101020,,705,,
201001,115576,130190,,BEAG,4,2,20100924,M,422,0,4,B,11,608,5484,PICTURE VALLEY,RH,400,200,3,,,2,2,,,0,5,2,20100924,,30,,
201001,96590,130533,,BEAG,1,1,20100925,M,754,0,7,B,10,404,6526,SNAKE CREEK,RH,337,170,2,,,2,4,,,,,1,20101021,,207,,
201001,112171,130548,,BEAG,1,1,20100925,F,722,0,7,B,10,562,6115,SUKUNKA RIVER,RH,327,178,1,,,2,9,,,,,1,20101115,,109,,
201001,112989,130559,,BEAG,1,2,20100925,F,752,0,7,B,9,542,6547,WALKER CREEK,NRH,310,169,1,,,2,6,,,,,1,20101008,,708,T265192,
201001,112923,130577,W,BEAG,1,2,20100926,F,737,0,7,A,10,447,6282,BALDEN CREEK,NRH,310,175,3,,,2,7,,,,,1,20100930,,711,T266833,
201001,116361,130582,,BEAG,1,2,20100926,M,622,0,6,-,9,342,6428,TAHTLAN LAKE,NRH,356,197,2,,,2,7,,,,,1,20101028,,711,T274215,
201001,110612,130388,,BEAG,1,1,20100927,M,622,0,6,-,9,446,6448,THENATLODI LAKE,RH,384,255,3,,,2,22,,,,,1,20100930,,607,,
201001,115506,130512,,BEAG,1,1,20100928,M,739,0,7,A,9,653,6302,MCCONNELL RANGE,RH,337,184,1,,,2,6,,,,,1,20101018,,402,,
201001,108261,130538,,BEAG,1,1,20100929,M,620,B,6,-,9,488,6361,KLAPPAN RIVER,RH,392,241,3,,,2,12,,,,,1,20101005,,609,,
201001,110952,130396,,BEAG,2,2,20100929,F,609,B,6,-,9,623,6058,TELKWA RIVER,RH,375,243,3,,,2,2,,,,,1,20100929,,45,,
201001,112978,130556,W,BEAG,2,2,20100929,M,722,0,7,B,10,544,6127,UPPER BURNT RIVER,RH,,,,,,,,,,,,2,20100930,,705,,
201001,116393,130574,W,BEAG,1,2,20100929,M,737,0,7,A,10,429,6332,OSPIKA,NRH,320,162,3,,,2,2,,,,,1,20101112,,711,T273407,
201001,111365,130515,,BEAG,1,1,20100929,F,619,0,6,-,9,603,6402,GEESE CREEK,RH,304,202,2,,,2,20,3,16,,,1,20101014,1,807,,CHUKACHIDA
201001,108255,130537,,BEAG,1,1,20100930,M,626,0,6,-,8,657,6477,TATSAMENIE LAKE,RH,352,191,1,,,2,5,,,,,1,20101004,,609,,
201001,109852,130540,W,BEAG,2,2,20100930,F,425,0,4,B,11,593,5588,PEDLEY CREEK,RH,,,,,,2,5,3,4,,,1,20101001,,406,,
201001,112980,130557,,BEAG,1,1,20100930,F,751,0,7,B,10,344,6516,MOOSE LAKE,RH,365,240,3,,,2,15,,,,,1,20101002,,705,,
201001,112983,130558,,BEAG,1,2,20100930,M,719,0,7,B,10,664,6072,WAPITI RIVER,NRH,394,206,1,,,2,7,,,,,1,20101003,,705,T261402,
201001,111357,130514,,BEAG,1,1,20100930,M,620,A,6,-,9,491,6364,LITTLE KLAPPEN RIVER,RH,355,188,3,,,2,6,3,3,,,1,20101012,1,807,,SPATSIZI PLATEAU
201001,111858,130519,,BEAG,1,1,20100930,F,721,0,7,B,10,609,6163,MUDDY RIVER,RH,355,235,3,,,2,1,,,,,1,20101004,,710,,
201001,102931,130511,W,BEAG,2,2,20100930,F,508,C,5,-,9,665,5807,HAGENSBORG,RH,,,,,,,,,,,,,20101102,,40,,
201001,114540,130587,W,BEAG,2,2,20101001,F,422,0,4,B,11,620,5514,GALBRAITH CREEK,RH,,,,,,,,,,,,,20101119,,30,,
201001,108127,130535,,BEAG,1,2,20101001,F,624,0,6,-,9,413,6632,PROSPECTOR LAKE,NRH,304,210,1,,,2,5,,,,,1,20101014,,73,T270719,
201001,113167,130564,,BEAG,1,2,20101001,M,751,0,7,B,9,625,6514,NETSON LAKE,NRH,287,159,1,,,,,,,,,2,20101016,,712,T269177,
201001,110760,130389,,BEAG,2,2,20101002,F,603,0,6,-,9,523,5988,KITIMAT DOWNTOWN,RH,350,180,3,,,,,3,3,,,2,,,52,,
201001,113671,130442,,BEAG,1,1,20101002,M,745,0,7,B,10,545,6338,BEATON RIVER,RH,379,225,1,,,2,7,,,,,1,20101013,,201,,
201001,113136,130562,W,BEAG,1,2,20101002,M,751,0,7,B,9,663,6500,GUNDAHOO RIVER,NRH,287,90,3,,,,,,,,,,20101014,,712,T270626,
201001,115944,130570,,BEAG,1,2,20101002,F,620,A,6,-,9,507,6401,CULLIVAN CREEK,CRH,326,171,1,,,2,5,,,,,1,20101008,1,606,T265362,SPATSIZI
201001,110539,130547,,BEAG,1,2,20101003,M,618,0,6,-,9,542,6328,MERRY CREEK,NRH,369,210,2,,,2,12,,,,,1,20101028,,606,T260234,
201001,110759,130194,,BEAG,2,2,20101003,M,603,0,6,-,9,524,5980,KITIMAAT VILLAGE,RH,290,130,3,,,2,1,,,,,1,20101003,,52,,
201001,113168,130565,,BEAG,1,2,20101003,M,751,0,7,B,9,624,6517,NETSON LAKE,NRH,354,233,1,,,2,23,,,,,1,20101016,,712,T272557,
201001,111865,130516,,BEAG,1,1,20101003,M,754,0,7,B,10,357,6539,NONDA CREEK,RH,405,215,1,,,2,13,,,,,1,20101006,,710,,
201001,110974,130592,W,BEAG,2,2,20101003,M,609,B,6,-,9,639,6044,WALCOTT,RH,,,,,,,,,,,,2,20101129,,45,,
201001,111290,130532,,BEAG,1,1,20101005,M,752,0,7,B,9,468,6461,JADE BOULDER RD,RH,535,426,3,,,2,2,,,,,1,20101016,,808,,
201001,111908,130595,,BEAG,1,2,20101005,M,602,0,6,-,9,682,5940,THIETALBAHN LAKE,RH,322,163,1,,,2,2,,,,,1,20101109,1,710,T260527,TWEEDSMUIR PARK
201001,108283,130539,,BEAG,1,2,20101006,M,621,0,6,-,9,398,6411,ELWYN CREEK,CRH,427,250,1,,,2,18,,,,,1,20101008,1,609,T252893,MOUNT EDZIZA
201001,79537,130411,W,BEAG,6,2,20101006,F,423,C,4,B,11,648,5497,HOSMER,RH,,,,,,,,,,0,2,2,,,32,,
201001,112112,130415,,BEAG,1,1,20101006,F,748,0,7,B,10,512,6398,TRUICH CREEK,RH,376,208,1,,,2,12,,,,,1,20101019,,104,,
201001,110761,130390,,BEAG,2,2,20101006,F,603,0,6,-,9,521,5988,KITIMAT,RH,306,225,3,,,2,13,,,,,1,,,52,,
201001,110762,130391,,BEAG,2,2,20101006,M,603,0,6,-,9,521,5988,KITIMAT,RH,280,164,3,,,2,1,,,,,1,,,52,,
201001,110953,130397,,BEAG,2,2,20101006,M,630,A,6,-,9,562,6107,KITWANGA,RH,400,200,3,,,2,3,,,,,1,,,45,,
201001,107279,130526,W,BEAG,2,2,20101007,F,730,0,7,A,10,493,6130,MACKENZIE TOWNSITE,RH,,,,,,,,3,66,,,2,20101026,,57,,
201001,107280,130527,W,BEAG,2,2,20101007,M,730,0,7,A,10,493,6130,MACKENZIE TOWNSITE,RH,,,,,,,,3,66,,,2,20101026,,57,,
201001,109230,130529,W,BEAG,2,2,20101007,F,730,0,7,A,10,493,6130,MACKENZIE TOWNSITE,RH,,,,,,,,,,,,2,20101026,,57,,
201001,110763,130392,,BEAG,2,2,20101008,F,611,0,6,-,9,523,5990,KITIMAT,RH,350,305,3,,,2,18,,,,,1,,,52,,
201001,110764,130393,,BEAG,2,2,20101008,F,611,0,6,-,9,523,5990,KITIMAT,RH,310,185,3,,,2,1,,,,,1,,,52,,
201001,115120,130569,,BEAG,1,2,20101008,M,604,A,6,-,9,606,5927,COLES LAKE,NRH,323,174,1,,,2,4,,,,,1,20101021,,606,T273199,
201001,116389,130578,,BEAG,1,2,20101009,M,748,0,7,B,10,537,6404,BOUGIE MTN,NRH,388,205,2,,,2,5,,,,,2,20101105,,711,T264462,
201001,107683,130583,,BEAG,1,2,20101009,M,737,0,7,A,10,447,6282,BALDEN CREEK,NRH,350,213,1,,,2,6,,,,,1,20101013,,711,T266840,
201001,116401,130573,W,BEAG,5,2,20101010,M,721,0,7,B,10,642,6058,OJAY ROAD,RH,,,,,,,,3,99,,,2,,,54,,
201001,111900,130518,,BEAG,1,2,20101010,F,724,0,7,A,10,481,6047,MUSKEG RIVER,RH,305,206,3,,,2,3,,,,,1,20101021,,710,T271298,
201001,116360,130580,,BEAG,1,2,20101011,M,622,0,6,-,9,346,6428,TAHLTAN RIVER,NRH,330,187,1,,,2,6,,,,,1,20101028,,711,T274221,
201001,107694,130584,,BEAG,1,1,20101012,M,621,B,6,-,9,357,6291,HOODOO CREEK,RH,358,222,1,,,2,14,,,,,1,20101019,,711,,
